number	link	level	title	classitication	solved	avg_attempt
18007	https://www.acmicpc.net/problem/18007	Silver II	Rainbow Strings	수학	19	1.05
18187	https://www.acmicpc.net/problem/18187	Silver II	평면 분할	수학	94	2.14
19699	https://www.acmicpc.net/problem/19699	Silver II	소-난다!	수학	51	2.16
1011	https://www.acmicpc.net/problem/1011	Silver I	Fly me to the Alpha Centauri	수학	9169	3.5
1456	https://www.acmicpc.net/problem/1456	Silver I	거의 소수	수학	512	4.54
1500	https://www.acmicpc.net/problem/1500	Silver I	최대 곱	수학	621	1.81
1612	https://www.acmicpc.net/problem/1612	Silver I	가지고 노는 1	수학	244	2.22
1629	https://www.acmicpc.net/problem/1629	Silver I	곱셈	수학	5109	3.94
1669	https://www.acmicpc.net/problem/1669	Silver I	멍멍이 쓰다듬기	수학	304	2.66
1684	https://www.acmicpc.net/problem/1684	Silver I	같은 나머지	수학	73	3.48
1722	https://www.acmicpc.net/problem/1722	Silver I	순열의 순서	수학	1697	3.25
1790	https://www.acmicpc.net/problem/1790	Silver I	수 이어 쓰기 2	수학	783	3.05
2168	https://www.acmicpc.net/problem/2168	Silver I	타일 위의 대각선	수학	449	1.88
2502	https://www.acmicpc.net/problem/2502	Silver I	떡 먹는 호랑이	수학	1495	1.78
2575	https://www.acmicpc.net/problem/2575	Silver I	수열	수학	89	1.9
2608	https://www.acmicpc.net/problem/2608	Silver I	로마 숫자	수학	690	2.03
2723	https://www.acmicpc.net/problem/2723	Silver I	눌러서 잠금 해제	수학	13	1.23
2877	https://www.acmicpc.net/problem/2877	Silver I	4와 7	수학	492	1.61
2981	https://www.acmicpc.net/problem/2981	Silver I	검문	수학	1904	4.81
3000	https://www.acmicpc.net/problem/3000	Silver I	직각 삼각형	수학	132	2.61
3896	https://www.acmicpc.net/problem/3896	Silver I	소수 사이 수열	수학	585	1.37
4030	https://www.acmicpc.net/problem/4030	Silver I	포켓볼	수학	86	2.59
4395	https://www.acmicpc.net/problem/4395	Silver I	Steps	수학	76	1.93
5556	https://www.acmicpc.net/problem/5556	Silver I	타일	수학	210	1.91
6064	https://www.acmicpc.net/problem/6064	Silver I	카잉 달력	수학	5793	4.27
6588	https://www.acmicpc.net/problem/6588	Silver I	골드바흐의 추측	수학	5588	3.86
6718	https://www.acmicpc.net/problem/6718	Silver I	Goldbach’s conjecture	수학	43	1.07
7639	https://www.acmicpc.net/problem/7639	Silver I	Counting Pixels	수학	10	3.1
7908	https://www.acmicpc.net/problem/7908	Silver I	Will It Stop?	수학	19	1.05
8901	https://www.acmicpc.net/problem/8901	Silver I	화학 제품	수학	231	2.42
9009	https://www.acmicpc.net/problem/9009	Silver I	피보나치	수학	792	1.75
9020	https://www.acmicpc.net/problem/9020	Silver I	골드바흐의 추측	수학	7685	2.26
9421	https://www.acmicpc.net/problem/9421	Silver I	소수상근수	수학	351	1.9
9490	https://www.acmicpc.net/problem/9490	Silver I	Decimal Representation	수학	9	2.33
10164	https://www.acmicpc.net/problem/10164	Silver I	격자상의 경로	수학	3024	3.03
11387	https://www.acmicpc.net/problem/11387	Silver I	님 무기가 좀 나쁘시네여	수학	51	3.2
11423	https://www.acmicpc.net/problem/11423	Silver I	Primes	수학	30	2.7
11819	https://www.acmicpc.net/problem/11819	Silver I	The Shortest does not Mean the Simplest	수학	54	3.04
12021	https://www.acmicpc.net/problem/12021	Silver I	보물 찾기	수학	173	1.87
12792	https://www.acmicpc.net/problem/12792	Silver I	주작 주 주작	수학	260	3.57
12968	https://www.acmicpc.net/problem/12968	Silver I	방문	수학	76	2.42
13737	https://www.acmicpc.net/problem/13737	Silver I	The Calculus of Ada	수학	18	1.28
14241	https://www.acmicpc.net/problem/14241	Silver I	슬라임 합치기	수학	253	1.22
14651	https://www.acmicpc.net/problem/14651	Silver I	걷다보니 신천역 삼 (Large)	수학	372	2
14715	https://www.acmicpc.net/problem/14715	Silver I	전생했더니 슬라임 연구자였던 건에 대하여 (Easy)	수학	234	2.44
14731	https://www.acmicpc.net/problem/14731	Silver I	謎紛芥索紀 (Large)	수학	260	4.36
15710	https://www.acmicpc.net/problem/15710	Silver I	xor 게임	수학	77	2.05
15954	https://www.acmicpc.net/problem/15954	Silver I	인형들	수학	1223	5.34
15973	https://www.acmicpc.net/problem/15973	Silver I	두 박스	수학	605	2.19
16066	https://www.acmicpc.net/problem/16066	Silver I	Expired License	수학	30	3
16069	https://www.acmicpc.net/problem/16069	Silver I	Hyper Illuminati	수학	23	2.26
16270	https://www.acmicpc.net/problem/16270	Silver I	Small Numbers	수학	8	2.5
16424	https://www.acmicpc.net/problem/16424	Silver I	Repeating Goldbachs	수학	26	1.19
17087	https://www.acmicpc.net/problem/17087	Silver I	숨바꼭질 6	수학	750	1.98
17213	https://www.acmicpc.net/problem/17213	Silver I	과일 서리	수학	257	1.98
17214	https://www.acmicpc.net/problem/17214	Silver I	다항 함수의 적분	수학	105	4.27
17392	https://www.acmicpc.net/problem/17392	Silver I	우울한 방학	수학	164	3.43
18004	https://www.acmicpc.net/problem/18004	Silver I	From A to B	수학	48	1.85
18291	https://www.acmicpc.net/problem/18291	Silver I	비요뜨의 징검다리 건너기	수학	150	2.48
18705	https://www.acmicpc.net/problem/18705	Silver I	Baklava Tray	수학	4	1
19303	https://www.acmicpc.net/problem/19303	Silver I	Aftermath	수학	4	1
19539	https://www.acmicpc.net/problem/19539	Silver I	사과나무	수학	304	1.77
19555	https://www.acmicpc.net/problem/19555	Silver I	Roses	수학	4	1
19836	https://www.acmicpc.net/problem/19836	Silver I	Puzzle	수학	4	1
1089	https://www.acmicpc.net/problem/1089	Gold V	엘리베이터	수학	186	4.69
1188	https://www.acmicpc.net/problem/1188	Gold V	음식 평론가	수학	1079	2.22
1241	https://www.acmicpc.net/problem/1241	Gold V	머리 톡톡	수학	53	2.53
1323	https://www.acmicpc.net/problem/1323	Gold V	숫자 연결하기	수학	70	2.87
1393	https://www.acmicpc.net/problem/1393	Gold V	음하철도 구구팔	수학	76	3.5
1490	https://www.acmicpc.net/problem/1490	Gold V	자리수로 나누기	수학	51	3.92
1493	https://www.acmicpc.net/problem/1493	Gold V	박스 채우기	수학	290	3.76
1747	https://www.acmicpc.net/problem/1747	Gold V	소수&팰린드롬	수학	1312	3.82
1963	https://www.acmicpc.net/problem/1963	Gold V	소수 경로	수학	3442	1.83
2226	https://www.acmicpc.net/problem/2226	Gold V	이진수	수학	187	2.51
2381	https://www.acmicpc.net/problem/2381	Gold V	최대 거리	수학	235	2.05
2436	https://www.acmicpc.net/problem/2436	Gold V	공약수	수학	1292	3.71
2553	https://www.acmicpc.net/problem/2553	Gold V	마지막 팩토리얼 수	수학	424	2.88
2571	https://www.acmicpc.net/problem/2571	Gold V	색종이 - 3	수학	254	1.85
2685	https://www.acmicpc.net/problem/2685	Gold V	님비합	수학	48	1.33
2824	https://www.acmicpc.net/problem/2824	Gold V	최대공약수	수학	752	4.53
3063	https://www.acmicpc.net/problem/3063	Gold V	게시판	수학	109	2.23
3614	https://www.acmicpc.net/problem/3614	Gold V	정사각형	수학	17	1.53
3908	https://www.acmicpc.net/problem/3908	Gold V	서로 다른 소수의 합	수학	312	1.79
5710	https://www.acmicpc.net/problem/5710	Gold V	전기 요금	수학	106	2.82
7549	https://www.acmicpc.net/problem/7549	Gold V	Yeehaa!	수학	14	1.36
7628	https://www.acmicpc.net/problem/7628	Gold V	Another Rock-Paper-Scissors Problem	수학	9	1.33
7775	https://www.acmicpc.net/problem/7775	Gold V	최종 순위	수학	12	3.5
7806	https://www.acmicpc.net/problem/7806	Gold V	GCD!	수학	162	4.08
8279	https://www.acmicpc.net/problem/8279	Gold V	Double Factorial	수학	4	1.25
9080	https://www.acmicpc.net/problem/9080	Gold V	PC방 요금	수학	75	4.07
9204	https://www.acmicpc.net/problem/9204	Gold V	체스	수학	76	1.89
9711	https://www.acmicpc.net/problem/9711	Gold V	피보나치	수학	132	2.69
10246	https://www.acmicpc.net/problem/10246	Gold V	부동산 경매	수학	39	2.92
10325	https://www.acmicpc.net/problem/10325	Gold V	Growling Gears	수학	35	1.54
10422	https://www.acmicpc.net/problem/10422	Gold V	괄호	수학	711	3.35
10464	https://www.acmicpc.net/problem/10464	Gold V	XOR	수학	159	1.37
10477	https://www.acmicpc.net/problem/10477	Gold V	경운기	수학	25	3.08
10859	https://www.acmicpc.net/problem/10859	Gold V	뒤집어진 소수	수학	91	4.07
10915	https://www.acmicpc.net/problem/10915	Gold V	Wiring	수학	24	1.13
12025	https://www.acmicpc.net/problem/12025	Gold V	장난꾸러기 영훈	수학	124	2.23
12878	https://www.acmicpc.net/problem/12878	Gold V	Blocks	수학	35	1.57
12934	https://www.acmicpc.net/problem/12934	Gold V	턴 게임	수학	59	1.8
13150	https://www.acmicpc.net/problem/13150	Gold V	Matrix Cypher	수학	39	2.23
13294	https://www.acmicpc.net/problem/13294	Gold V	역팩토리얼	수학	55	2.18
13600	https://www.acmicpc.net/problem/13600	Gold V	Fatorial	수학	33	1.12
14232	https://www.acmicpc.net/problem/14232	Gold V	보석 도둑	수학	19	2.16
14488	https://www.acmicpc.net/problem/14488	Gold V	준오는 급식충이야!!	수학	89	3.46
14765	https://www.acmicpc.net/problem/14765	Gold V	Studying For Exams	수학	6	1
15717	https://www.acmicpc.net/problem/15717	Gold V	떡파이어	수학	93	2.53
16186	https://www.acmicpc.net/problem/16186	Gold V	Fractions	수학	76	1.72
16210	https://www.acmicpc.net/problem/16210	Gold V	DSHS Bank	수학	56	2.63
16282	https://www.acmicpc.net/problem/16282	Gold V	Black Chain	수학	369	2.72
16400	https://www.acmicpc.net/problem/16400	Gold V	소수 화폐	수학	155	2.08
16563	https://www.acmicpc.net/problem/16563	Gold V	어려운 소인수분해	수학	195	4.08
16936	https://www.acmicpc.net/problem/16936	Gold V	나3곱2	수학	309	2.53
17205	https://www.acmicpc.net/problem/17205	Gold V	진우의 비밀번호	수학	87	1.13
17394	https://www.acmicpc.net/problem/17394	Gold V	핑거 스냅	수학	161	2.36
17395	https://www.acmicpc.net/problem/17395	Gold V	이진수 변환	수학	114	2.1
17425	https://www.acmicpc.net/problem/17425	Gold V	약수의 합	수학	102	2.63
17433	https://www.acmicpc.net/problem/17433	Gold V	신비로운 수	수학	35	1.83
17943	https://www.acmicpc.net/problem/17943	Gold V	도미노 예측	수학	44	1.45
18019	https://www.acmicpc.net/problem/18019	Gold V	Building Boundaries	수학	10	1.5
18020	https://www.acmicpc.net/problem/18020	Gold V	Cocoa Coalition	수학	8	1.25
18075	https://www.acmicpc.net/problem/18075	Gold V	Ideal Pyramid	수학	12	1.17
19157	https://www.acmicpc.net/problem/19157	Gold V	Even Path	수학	8	1
19841	https://www.acmicpc.net/problem/19841	Gold V	Prime Suffixes	수학	7	4.86
1027	https://www.acmicpc.net/problem/1027	Gold IV	고층 건물	수학	715	3
1153	https://www.acmicpc.net/problem/1153	Gold IV	네 개의 소수	수학	394	2.56
1322	https://www.acmicpc.net/problem/1322	Gold IV	X와 K	수학	341	2.49
1407	https://www.acmicpc.net/problem/1407	Gold IV	2로 몇 번 나누어질까	수학	194	2.27
1419	https://www.acmicpc.net/problem/1419	Gold IV	등차수열의 합	수학	35	5.14
1565	https://www.acmicpc.net/problem/1565	Gold IV	수학	수학	65	3.29
1630	https://www.acmicpc.net/problem/1630	Gold IV	오민식	수학	134	3.02
1891	https://www.acmicpc.net/problem/1891	Gold IV	사분면	수학	144	3.65
1902	https://www.acmicpc.net/problem/1902	Gold IV	?pilja	수학	35	2.43
1930	https://www.acmicpc.net/problem/1930	Gold IV	정사면체	수학	67	3.33
2136	https://www.acmicpc.net/problem/2136	Gold IV	개미	수학	220	3.38
2541	https://www.acmicpc.net/problem/2541	Gold IV	점	수학	120	3.99
2590	https://www.acmicpc.net/problem/2590	Gold IV	색종이	수학	352	4.57
2830	https://www.acmicpc.net/problem/2830	Gold IV	행성 X3	수학	243	3.16
2916	https://www.acmicpc.net/problem/2916	Gold IV	자와 각도기	수학	474	3.36
3671	https://www.acmicpc.net/problem/3671	Gold IV	산업 스파이의 편지	수학	374	2.1
4913	https://www.acmicpc.net/problem/4913	Gold IV	페르마의 크리스마스 정리	수학	111	7.27
5935	https://www.acmicpc.net/problem/5935	Gold IV	Banner	수학	16	1.88
6587	https://www.acmicpc.net/problem/6587	Gold IV	France '98	수학	5	1
7512	https://www.acmicpc.net/problem/7512	Gold IV	연속하는 소수의 합	수학	42	5.9
7516	https://www.acmicpc.net/problem/7516	Gold IV	알렉산드리아의 디오판토스	수학	24	2.46
9765	https://www.acmicpc.net/problem/9765	Gold IV	여섯 방정식	수학	18	1.72
9942	https://www.acmicpc.net/problem/9942	Gold IV	하노이의 네 탑	수학	57	2.58
10589	https://www.acmicpc.net/problem/10589	Gold IV	마법의 체스판	수학	44	2.14
10696	https://www.acmicpc.net/problem/10696	Gold IV	Prof. Ossama	수학	16	3.25
10761	https://www.acmicpc.net/problem/10761	Gold IV	Bessie Goes Moo	수학	36	2.69
10830	https://www.acmicpc.net/problem/10830	Gold IV	행렬 제곱	수학	1845	2.8
10851	https://www.acmicpc.net/problem/10851	Gold IV	Cake	수학	17	2.06
11583	https://www.acmicpc.net/problem/11583	Gold IV	인경호의 징검다리	수학	76	3.39
11687	https://www.acmicpc.net/problem/11687	Gold IV	팩토리얼 0의 개수	수학	151	2.26
11735	https://www.acmicpc.net/problem/11735	Gold IV	정산소	수학	62	2
12116	https://www.acmicpc.net/problem/12116	Gold IV	Uzastopni	수학	47	1.85
12970	https://www.acmicpc.net/problem/12970	Gold IV	AB	수학	253	2.57
13140	https://www.acmicpc.net/problem/13140	Gold IV	Hello World!	수학	205	2.55
13558	https://www.acmicpc.net/problem/13558	Gold IV	등차수열의 개수	수학	12	4.33
14480	https://www.acmicpc.net/problem/14480	Gold IV	Double Elimination	수학	4	2.75
14565	https://www.acmicpc.net/problem/14565	Gold IV	역원(Inverse) 구하기	수학	255	1.46
14583	https://www.acmicpc.net/problem/14583	Gold IV	이음줄	수학	178	1.66
14864	https://www.acmicpc.net/problem/14864	Gold IV	줄서기	수학	510	2.09
14881	https://www.acmicpc.net/problem/14881	Gold IV	물통 문제	수학	39	3.67
14905	https://www.acmicpc.net/problem/14905	Gold IV	소수 4개의 합	수학	67	3.69
14922	https://www.acmicpc.net/problem/14922	Gold IV	부분평균	수학	69	2.7
14931	https://www.acmicpc.net/problem/14931	Gold IV	물수제비 (SUJEBI)	수학	67	2.36
15711	https://www.acmicpc.net/problem/15711	Gold IV	환상의 짝꿍	수학	198	5.5
15998	https://www.acmicpc.net/problem/15998	Gold IV	카카오머니	수학	152	9.94
16209	https://www.acmicpc.net/problem/16209	Gold IV	수열 섞기	수학	77	1.61
16327	https://www.acmicpc.net/problem/16327	Gold IV	Broken Watch	수학	15	1.8
16516	https://www.acmicpc.net/problem/16516	Gold IV	Lipschitz Constant	수학	7	1.71
17137	https://www.acmicpc.net/problem/17137	Gold IV	사탕 놀이	수학	20	1.25
17162	https://www.acmicpc.net/problem/17162	Gold IV	가희의 수열놀이 (Small)	수학	44	2.7
17236	https://www.acmicpc.net/problem/17236	Gold IV	Heights	수학	23	1.7
17545	https://www.acmicpc.net/problem/17545	Gold IV	Deceptive Dice	수학	14	1.14
17594	https://www.acmicpc.net/problem/17594	Gold IV	Stop Counting!	수학	18	1.5
17830	https://www.acmicpc.net/problem/17830	Gold IV	이진수씨의 하루 일과	수학	62	2.5
17859	https://www.acmicpc.net/problem/17859	Gold IV	Remainder Reminder	수학	2	1
18039	https://www.acmicpc.net/problem/18039	Gold IV	Know your Aliens	수학	12	1.92
18234	https://www.acmicpc.net/problem/18234	Gold IV	당근 훔쳐 먹기	수학	84	1.81
1081	https://www.acmicpc.net/problem/1081	Gold III	합	수학	322	2.72
1242	https://www.acmicpc.net/problem/1242	Gold III	소풍	수학	225	3.24
1341	https://www.acmicpc.net/problem/1341	Gold III	사이좋은 형제	수학	63	5.08
1644	https://www.acmicpc.net/problem/1644	Gold III	소수의 연속합	수학	3461	2.36
1947	https://www.acmicpc.net/problem/1947	Gold III	선물 전달	수학	677	2.23
2007	https://www.acmicpc.net/problem/2007	Gold III	수들의 합 3	수학	18	5.89
2247	https://www.acmicpc.net/problem/2247	Gold III	실질적 약수	수학	78	2.29
2405	https://www.acmicpc.net/problem/2405	Gold III	"세 수, 두 M"	수학	188	2.99
2487	https://www.acmicpc.net/problem/2487	Gold III	섞기 수열	수학	358	2.63
2528	https://www.acmicpc.net/problem/2528	Gold III	사다리	수학	257	2.62
2737	https://www.acmicpc.net/problem/2737	Gold III	연속 합	수학	106	1.68
2904	https://www.acmicpc.net/problem/2904	Gold III	수학은 너무 쉬워	수학	509	3.01
2963	https://www.acmicpc.net/problem/2963	Gold III	무한 이진 트리 탐색	수학	46	3.09
3142	https://www.acmicpc.net/problem/3142	Gold III	즐거운 삶을 위한 노력	수학	28	2.75
3164	https://www.acmicpc.net/problem/3164	Gold III	패턴	수학	62	2.85
3964	https://www.acmicpc.net/problem/3964	Gold III	팩토리얼과 거듭제곱	수학	57	4.4
4170	https://www.acmicpc.net/problem/4170	Gold III	Cantor	수학	1	1
4461	https://www.acmicpc.net/problem/4461	Gold III	뱀파이어 김상근 백작	수학	23	3.3
4937	https://www.acmicpc.net/problem/4937	Gold III	It’s All About Three	수학	10	2.1
5095	https://www.acmicpc.net/problem/5095	Gold III	Matrix Powers	수학	13	2.31
6057	https://www.acmicpc.net/problem/6057	Gold III	Building A Fence	수학	12	1.67
7308	https://www.acmicpc.net/problem/7308	Gold III	A DP Problem	수학	8	2.88
7677	https://www.acmicpc.net/problem/7677	Gold III	Fibonacci	수학	121	1.36
8290	https://www.acmicpc.net/problem/8290	Gold III	Computational Geometry	수학	17	1.53
8337	https://www.acmicpc.net/problem/8337	Gold III	Rectangles 2	수학	16	1.38
9254	https://www.acmicpc.net/problem/9254	Gold III	역행렬	수학	52	2.44
10253	https://www.acmicpc.net/problem/10253	Gold III	헨리	수학	1206	3.47
10440	https://www.acmicpc.net/problem/10440	Gold III	The Binary Search Efficiency Doubter	수학	9	1.33
10504	https://www.acmicpc.net/problem/10504	Gold III	덧셈	수학	116	2.58
10731	https://www.acmicpc.net/problem/10731	Gold III	업적의 노예 3	수학	17	2.18
10985	https://www.acmicpc.net/problem/10985	Gold III	사냥꾼	수학	25	4.8
11025	https://www.acmicpc.net/problem/11025	Gold III	요세푸스 문제 3	수학	224	2.13
11444	https://www.acmicpc.net/problem/11444	Gold III	피보나치 수 6	수학	917	1.64
11524	https://www.acmicpc.net/problem/11524	Gold III	Immortal Porpoises	수학	54	1.15
11616	https://www.acmicpc.net/problem/11616	Gold III	Digit Division	수학	65	2.03
11692	https://www.acmicpc.net/problem/11692	Gold III	시그마 함수	수학	34	1.65
11812	https://www.acmicpc.net/problem/11812	Gold III	K진 트리	수학	541	3.89
11917	https://www.acmicpc.net/problem/11917	Gold III	이상한 수열	수학	34	3.24
12170	https://www.acmicpc.net/problem/12170	Gold III	Dijkstra (Small)	수학	21	1.29
12199	https://www.acmicpc.net/problem/12199	Gold III	Password Attacker (Large)	수학	8	1.25
12902	https://www.acmicpc.net/problem/12902	Gold III	Alice and Bob	수학	23	1.65
12911	https://www.acmicpc.net/problem/12911	Gold III	좋아하는 배열	수학	116	2.33
13075	https://www.acmicpc.net/problem/13075	Gold III	Fibonacci Sequence	수학	44	1.25
13199	https://www.acmicpc.net/problem/13199	Gold III	치킨 먹고 싶다	수학	145	7.6
13206	https://www.acmicpc.net/problem/13206	Gold III	Professor KCM	수학	144	3.37
13255	https://www.acmicpc.net/problem/13255	Gold III	동전 뒤집기	수학	58	1.38
13343	https://www.acmicpc.net/problem/13343	Gold III	Block Game	수학	64	1.28
13532	https://www.acmicpc.net/problem/13532	Gold III	악마의 수열	수학	39	2.62
13723	https://www.acmicpc.net/problem/13723	Gold III	팩토리얼 분수 방정식	수학	36	2.75
14252	https://www.acmicpc.net/problem/14252	Gold III	공약수열	수학	20	1.4
14265	https://www.acmicpc.net/problem/14265	Gold III	영선 수열	수학	16	3.44
14440	https://www.acmicpc.net/problem/14440	Gold III	정수 수열	수학	133	3.13
14556	https://www.acmicpc.net/problem/14556	Gold III	Balance	수학	133	1.66
14622	https://www.acmicpc.net/problem/14622	Gold III	소수 게임	수학	122	5.52
14786	https://www.acmicpc.net/problem/14786	Gold III	Ax+Bsin(x)=C ②	수학	241	2.79
15520	https://www.acmicpc.net/problem/15520	Gold III	Prime-Factor Prime	수학	35	1.46
15883	https://www.acmicpc.net/problem/15883	Gold III	First In Last Out	수학	61	2.85
15897	https://www.acmicpc.net/problem/15897	Gold III	잘못 구현한 에라토스테네스의 체	수학	403	2.3
15976	https://www.acmicpc.net/problem/15976	Gold III	XCorr	수학	305	3.1
15999	https://www.acmicpc.net/problem/15999	Gold III	뒤집기	수학	140	2.42
16135	https://www.acmicpc.net/problem/16135	Gold III	OBB(Oriented bounding box)	수학	11	1.55
16190	https://www.acmicpc.net/problem/16190	Gold III	Rising Sun	수학	72	3.69
16193	https://www.acmicpc.net/problem/16193	Gold III	차이를 최대로 2	수학	58	3
17088	https://www.acmicpc.net/problem/17088	Gold III	등차수열 변환	수학	182	2.23
17297	https://www.acmicpc.net/problem/17297	Gold III	Messi Gimossi	수학	111	1.55
17354	https://www.acmicpc.net/problem/17354	Gold III	DVD	수학	39	2.18
17591	https://www.acmicpc.net/problem/17591	Gold III	Research Productivity Index	수학	14	1.21
17802	https://www.acmicpc.net/problem/17802	Gold III	Integral Pyramid	수학	8	1.5
17803	https://www.acmicpc.net/problem/17803	Gold III	Jammed Gym	수학	11	1
18255	https://www.acmicpc.net/problem/18255	Gold III	Visible Lattice	수학	2	1
18324	https://www.acmicpc.net/problem/18324	Gold III	Race	수학	43	1.86
18466	https://www.acmicpc.net/problem/18466	Gold III	Ignore Submasks	수학	8	1.88
18886	https://www.acmicpc.net/problem/18886	Gold III	New Year and Permutation	수학	18	1.17
19227	https://www.acmicpc.net/problem/19227	Gold III	Just Arrange the Icons	수학	13	1.46
19601	https://www.acmicpc.net/problem/19601	Gold III	이진 삼진 탐색 놀이 3	수학	5	2.6
1007	https://www.acmicpc.net/problem/1007	Gold II	벡터 매칭	수학	874	2.72
1111	https://www.acmicpc.net/problem/1111	Gold II	IQ Test	수학	606	6.05
1112	https://www.acmicpc.net/problem/1112	Gold II	진법 변환	수학	71	3.2
1415	https://www.acmicpc.net/problem/1415	Gold II	사탕	수학	231	7.21
1750	https://www.acmicpc.net/problem/1750	Gold II	서로소의 개수	수학	191	2.25
2014	https://www.acmicpc.net/problem/2014	Gold II	소수의 곱	수학	1325	4.55
2038	https://www.acmicpc.net/problem/2038	Gold II	골롱 수열	수학	194	2.27
2086	https://www.acmicpc.net/problem/2086	Gold II	피보나치 수의 합	수학	345	2.98
2099	https://www.acmicpc.net/problem/2099	Gold II	The game of death	수학	155	2.32
2270	https://www.acmicpc.net/problem/2270	Gold II	하노이 탑	수학	50	2.08
2464	https://www.acmicpc.net/problem/2464	Gold II	비밀번호	수학	200	4.06
2749	https://www.acmicpc.net/problem/2749	Gold II	피보나치 수 3	수학	4026	2.64
2819	https://www.acmicpc.net/problem/2819	Gold II	상근이의 로봇	수학	165	2.75
3101	https://www.acmicpc.net/problem/3101	Gold II	토끼의 이동	수학	199	4
3343	https://www.acmicpc.net/problem/3343	Gold II	장미	수학	30	4.97
3895	https://www.acmicpc.net/problem/3895	Gold II	그리고 하나가 남았다	수학	118	1.92
4167	https://www.acmicpc.net/problem/4167	Gold II	Tunnelling the Earth	수학	3	1
4342	https://www.acmicpc.net/problem/4342	Gold II	유클리드 게임	수학	85	3.49
4782	https://www.acmicpc.net/problem/4782	Gold II	분수 뺄셈	수학	49	6.61
5485	https://www.acmicpc.net/problem/5485	Gold II	평균값 수열	수학	78	3.35
6757	https://www.acmicpc.net/problem/6757	Gold II	팰린드롬 진법	수학	57	4.28
7155	https://www.acmicpc.net/problem/7155	Gold II	Overlapping Maps	수학	7	1.43
7894	https://www.acmicpc.net/problem/7894	Gold II	큰 수	수학	326	3.23
8101	https://www.acmicpc.net/problem/8101	Gold II	Rods	수학	18	3.67
9010	https://www.acmicpc.net/problem/9010	Gold II	M?bius Strip	수학	80	2.44
9359	https://www.acmicpc.net/problem/9359	Gold II	서로소	수학	240	5.25
9527	https://www.acmicpc.net/problem/9527	Gold II	1의 개수 세기	수학	239	2.67
9661	https://www.acmicpc.net/problem/9661	Gold II	돌 게임 7	수학	606	1.87
10485	https://www.acmicpc.net/problem/10485	Gold II	Plotting Polynomials	수학	15	1.07
10541	https://www.acmicpc.net/problem/10541	Gold II	싸리와 버드의 피라미드	수학	45	4.67
10978	https://www.acmicpc.net/problem/10978	Gold II	기숙사 재배정	수학	202	2.12
11388	https://www.acmicpc.net/problem/11388	Gold II	달리는 게임	수학	22	2.55
11440	https://www.acmicpc.net/problem/11440	Gold II	피보나치 수의 제곱의 합	수학	205	1.5
11442	https://www.acmicpc.net/problem/11442	Gold II	홀수번째 피보나치 수의 합	수학	216	1.34
11443	https://www.acmicpc.net/problem/11443	Gold II	짝수번째 피보나치 수의 합	수학	222	1.47
11693	https://www.acmicpc.net/problem/11693	Gold II	n^m의 약수의 합	수학	49	3.33
11778	https://www.acmicpc.net/problem/11778	Gold II	피보나치 수와 최대공약수	수학	385	2.68
12727	https://www.acmicpc.net/problem/12727	Gold II	Numbers (Small)	수학	91	1.86
12972	https://www.acmicpc.net/problem/12972	Gold II	GCD 테이블	수학	25	1.44
13132	https://www.acmicpc.net/problem/13132	Gold II	World Cup	수학	27	3.11
13173	https://www.acmicpc.net/problem/13173	Gold II	Ω	수학	20	2.25
13246	https://www.acmicpc.net/problem/13246	Gold II	행렬 제곱의 합	수학	44	1.98
13247	https://www.acmicpc.net/problem/13247	Gold II	토끼의 이동	수학	45	1.56
13250	https://www.acmicpc.net/problem/13250	Gold II	주사위 게임	수학	231	1.37
13875	https://www.acmicpc.net/problem/13875	Gold II	Just in Time	수학	15	2.4
13912	https://www.acmicpc.net/problem/13912	Gold II	외계 생물	수학	103	2.52
14289	https://www.acmicpc.net/problem/14289	Gold II	본대 산책 3	수학	166	1.39
14431	https://www.acmicpc.net/problem/14431	Gold II	소수마을	수학	184	3.2
14476	https://www.acmicpc.net/problem/14476	Gold II	최대공약수 하나 빼기	수학	327	2.03
14578	https://www.acmicpc.net/problem/14578	Gold II	영훈이의 색칠공부	수학	129	2.6
15267	https://www.acmicpc.net/problem/15267	Gold II	Justified Jungle	수학	43	3.6
15570	https://www.acmicpc.net/problem/15570	Gold II	블록 2	수학	45	1.87
15712	https://www.acmicpc.net/problem/15712	Gold II	등비수열	수학	113	2.65
16971	https://www.acmicpc.net/problem/16971	Gold II	배열 B의 값	수학	66	3.41
17021	https://www.acmicpc.net/problem/17021	Gold II	Cow Poetry	수학	48	1.92
17193	https://www.acmicpc.net/problem/17193	Gold II	I Would Walk 500 Miles	수학	66	2.94
17449	https://www.acmicpc.net/problem/17449	Gold II	순위 계산	수학	67	2.51
17454	https://www.acmicpc.net/problem/17454	Gold II	갓	수학	61	2.1
17963	https://www.acmicpc.net/problem/17963	Gold II	Projection	수학	9	1
18546	https://www.acmicpc.net/problem/18546	Gold II	Expected Value	수학	15	2.27
18547	https://www.acmicpc.net/problem/18547	Gold II	DIY Radar	수학	2	1
19170	https://www.acmicpc.net/problem/19170	Gold II	Denominations	수학	3	1
19847	https://www.acmicpc.net/problem/19847	Gold II	여우 신탁	수학	37	1.92
1016	https://www.acmicpc.net/problem/1016	Gold I	제곱 ㄴㄴ 수	수학	2958	5.17
1019	https://www.acmicpc.net/problem/1019	Gold I	책 페이지	수학	1453	2.76
