number	link	level	title	classitication	solved	avg_attempt
5388	https://www.acmicpc.net/problem/5388	Platinum III	Parking Ships	그리디 알고리즘	2	1
8103	https://www.acmicpc.net/problem/8103	Platinum III	Rooks	그리디 알고리즘	23	2.3
8239	https://www.acmicpc.net/problem/8239	Platinum III	Taxis	그리디 알고리즘	16	3.44
10782	https://www.acmicpc.net/problem/10782	Platinum III	Hacker	그리디 알고리즘	23	1.65
10884	https://www.acmicpc.net/problem/10884	Platinum III	The festival must go on	그리디 알고리즘	16	3.13
11469	https://www.acmicpc.net/problem/11469	Platinum III	Distribution in Metagonia	그리디 알고리즘	19	1.32
12416	https://www.acmicpc.net/problem/12416	Platinum III	가로수 (Large)	그리디 알고리즘	3	2.67
12547	https://www.acmicpc.net/problem/12547	Platinum III	Candy Store (Small)	그리디 알고리즘	4	1.5
13137	https://www.acmicpc.net/problem/13137	Platinum III	Exchange Problem	그리디 알고리즘	71	2.62
13448	https://www.acmicpc.net/problem/13448	Platinum III	SW 역량 테스트	그리디 알고리즘	78	2.83
13867	https://www.acmicpc.net/problem/13867	Platinum III	Back to the Future	그리디 알고리즘	17	1.71
15013	https://www.acmicpc.net/problem/15013	Platinum III	King of the Waves	그리디 알고리즘	47	2.17
15250	https://www.acmicpc.net/problem/15250	Platinum III	Palindromic Partitions	그리디 알고리즘	37	2.43
15607	https://www.acmicpc.net/problem/15607	Platinum III	Installing Apps	그리디 알고리즘	15	4.33
16603	https://www.acmicpc.net/problem/16603	Platinum III	Circuit Board Design	그리디 알고리즘	22	2.86
16745	https://www.acmicpc.net/problem/16745	Platinum III	What Goes Up Must Come Down	그리디 알고리즘	44	1.55
17082	https://www.acmicpc.net/problem/17082	Platinum III	쿼리와 쿼리	그리디 알고리즘	46	2.98
17493	https://www.acmicpc.net/problem/17493	Platinum III	동아리 홍보하기	그리디 알고리즘	29	2.24
17512	https://www.acmicpc.net/problem/17512	Platinum III	Gosu 2	그리디 알고리즘	51	2.06
17782	https://www.acmicpc.net/problem/17782	Platinum III	Appeal to the Audience	그리디 알고리즘	34	1.59
18550	https://www.acmicpc.net/problem/18550	Platinum III	Game X	그리디 알고리즘	4	1
18665	https://www.acmicpc.net/problem/18665	Platinum III	IQ Test	그리디 알고리즘	24	1.88
1088	https://www.acmicpc.net/problem/1088	Platinum II	케이크	그리디 알고리즘	56	3.82
1116	https://www.acmicpc.net/problem/1116	Platinum II	순열 2	그리디 알고리즘	18	3.67
1294	https://www.acmicpc.net/problem/1294	Platinum II	문자열 장식	그리디 알고리즘	74	9.26
1315	https://www.acmicpc.net/problem/1315	Platinum II	RPG	그리디 알고리즘	381	4.73
1467	https://www.acmicpc.net/problem/1467	Platinum II	수 지우기	그리디 알고리즘	50	4.6
2385	https://www.acmicpc.net/problem/2385	Platinum II	Secret Sharing	그리디 알고리즘	31	5.74
3350	https://www.acmicpc.net/problem/3350	Platinum II	Candy Machine	그리디 알고리즘	24	2.54
3994	https://www.acmicpc.net/problem/3994	Platinum II	Exact Measurement	그리디 알고리즘	14	3.29
5553	https://www.acmicpc.net/problem/5553	Platinum II	微生物??	그리디 알고리즘	13	1.77
5735	https://www.acmicpc.net/problem/5735	Platinum II	Emoticons :-)	그리디 알고리즘	42	4.57
7911	https://www.acmicpc.net/problem/7911	Platinum II	Laundry	그리디 알고리즘	13	2
8126	https://www.acmicpc.net/problem/8126	Platinum II	Warehouse	그리디 알고리즘	6	3.67
8149	https://www.acmicpc.net/problem/8149	Platinum II	Weights	그리디 알고리즘	50	2.86
9238	https://www.acmicpc.net/problem/9238	Platinum II	당근 볶기	그리디 알고리즘	34	2.12
10131	https://www.acmicpc.net/problem/10131	Platinum II	FarmCraft	그리디 알고리즘	42	3.05
10627	https://www.acmicpc.net/problem/10627	Platinum II	Parentheses	그리디 알고리즘	19	4.37
11090	https://www.acmicpc.net/problem/11090	Platinum II	Cutting Brownies	그리디 알고리즘	18	1.5
11750	https://www.acmicpc.net/problem/11750	Platinum II	Wall Clocks	그리디 알고리즘	26	1.77
11882	https://www.acmicpc.net/problem/11882	Platinum II	괄호 채우기	그리디 알고리즘	13	2.92
12775	https://www.acmicpc.net/problem/12775	Platinum II	String Theory	그리디 알고리즘	22	3.45
13339	https://www.acmicpc.net/problem/13339	Platinum II	XOR 수열	그리디 알고리즘	28	2.82
14506	https://www.acmicpc.net/problem/14506	Platinum II	Pieces of Parentheses	그리디 알고리즘	19	1.47
14694	https://www.acmicpc.net/problem/14694	Platinum II	Professional Network	그리디 알고리즘	7	1.71
14801	https://www.acmicpc.net/problem/14801	Platinum II	Play the Dragon (Small)	그리디 알고리즘	10	4.4
15135	https://www.acmicpc.net/problem/15135	Platinum II	Equal Numbers	그리디 알고리즘	21	1.48
15337	https://www.acmicpc.net/problem/15337	Platinum II	Starting a Scenic Railroad Service	그리디 알고리즘	31	1.58
16301	https://www.acmicpc.net/problem/16301	Platinum II	Isomorphic Inversion	그리디 알고리즘	17	3.12
16315	https://www.acmicpc.net/problem/16315	Platinum II	Altruistic Amphibians	그리디 알고리즘	15	1.93
16580	https://www.acmicpc.net/problem/16580	Platinum II	Lexical Sign Sequence	그리디 알고리즘	19	1.95
16583	https://www.acmicpc.net/problem/16583	Platinum II	Boomerangs	그리디 알고리즘	33	1.79
17194	https://www.acmicpc.net/problem/17194	Platinum II	Balancing Inversions	그리디 알고리즘	21	2.24
17221	https://www.acmicpc.net/problem/17221	Platinum II	인재야 머쉬맘 잡았어?	그리디 알고리즘	25	10.52
17515	https://www.acmicpc.net/problem/17515	Platinum II	Maximizer	그리디 알고리즘	58	1.93
17959	https://www.acmicpc.net/problem/17959	Platinum II	Life Transfer	그리디 알고리즘	7	1.29
18264	https://www.acmicpc.net/problem/18264	Platinum II	Moortal Cowmbat	그리디 알고리즘	27	1.74
18860	https://www.acmicpc.net/problem/18860	Platinum II	대문 밖을 나설 때	그리디 알고리즘	13	1.69
19218	https://www.acmicpc.net/problem/19218	Platinum II	Apprentice Learning Trajectory	그리디 알고리즘	10	2.9
19343	https://www.acmicpc.net/problem/19343	Platinum II	Bin Packing	그리디 알고리즘	2	1
19612	https://www.acmicpc.net/problem/19612	Platinum II	Exercise Deadlines	그리디 알고리즘	9	1.11
19857	https://www.acmicpc.net/problem/19857	Platinum II	연금술사	그리디 알고리즘	31	1.97
19914	https://www.acmicpc.net/problem/19914	Platinum II	Arranging Shoes	그리디 알고리즘	12	1
1084	https://www.acmicpc.net/problem/1084	Platinum I	방 번호 2	그리디 알고리즘	32	7.66
1156	https://www.acmicpc.net/problem/1156	Platinum I	장난감	그리디 알고리즘	9	3.67
1161	https://www.acmicpc.net/problem/1161	Platinum I	버스	그리디 알고리즘	18	1.83
1518	https://www.acmicpc.net/problem/1518	Platinum I	뉴 매직 스퀘어	그리디 알고리즘	7	2.43
1624	https://www.acmicpc.net/problem/1624	Platinum I	데크 소트	그리디 알고리즘	38	4.08
2351	https://www.acmicpc.net/problem/2351	Platinum I	미지의 다각형	그리디 알고리즘	11	5.09
2431	https://www.acmicpc.net/problem/2431	Platinum I	신호 장애	그리디 알고리즘	25	3.4
2569	https://www.acmicpc.net/problem/2569	Platinum I	짐정리	그리디 알고리즘	286	2.59
3769	https://www.acmicpc.net/problem/3769	Platinum I	최댓값	그리디 알고리즘	6	1
5530	https://www.acmicpc.net/problem/5530	Platinum I	JOIOI 탑	그리디 알고리즘	81	2.52
5860	https://www.acmicpc.net/problem/5860	Platinum I	Gangs of Instanbull/Cowstantinople	그리디 알고리즘	4	1.25
5941	https://www.acmicpc.net/problem/5941	Platinum I	Cow Calisthenics	그리디 알고리즘	16	2.13
8172	https://www.acmicpc.net/problem/8172	Platinum I	Elephants	그리디 알고리즘	24	2.88
10123	https://www.acmicpc.net/problem/10123	Platinum I	Bricks	그리디 알고리즘	26	4.5
10324	https://www.acmicpc.net/problem/10324	Platinum I	Floating Formation	그리디 알고리즘	11	1.82
10919	https://www.acmicpc.net/problem/10919	Platinum I	선물상자	그리디 알고리즘	70	2.83
15064	https://www.acmicpc.net/problem/15064	Platinum I	Marblecoin	그리디 알고리즘	5	1.4
15853	https://www.acmicpc.net/problem/15853	Platinum I	XEN 3166	그리디 알고리즘	4	3.25
16359	https://www.acmicpc.net/problem/16359	Platinum I	Disks Arrangement	그리디 알고리즘	25	3.96
16578	https://www.acmicpc.net/problem/16578	Platinum I	Popping Balloons	그리디 알고리즘	11	2.64
17079	https://www.acmicpc.net/problem/17079	Platinum I	달콤새콤	그리디 알고리즘	19	2.05
17861	https://www.acmicpc.net/problem/17861	Platinum I	Taxed Editor	그리디 알고리즘	1	1
17956	https://www.acmicpc.net/problem/17956	Platinum I	Level Up	그리디 알고리즘	10	1.8
18028	https://www.acmicpc.net/problem/18028	Platinum I	Keep it Cool	그리디 알고리즘	6	1
18299	https://www.acmicpc.net/problem/18299	Platinum I	Swapping Places	그리디 알고리즘	9	5.44
18449	https://www.acmicpc.net/problem/18449	Platinum I	Cool Pairs	그리디 알고리즘	6	1.17
18514	https://www.acmicpc.net/problem/18514	Platinum I	Takeover	그리디 알고리즘	6	1.5
18600	https://www.acmicpc.net/problem/18600	Platinum I	Valentine’s Day	그리디 알고리즘	4	1.25
18777	https://www.acmicpc.net/problem/18777	Platinum I	Delegation (Platinum)	그리디 알고리즘	23	3.61
18901	https://www.acmicpc.net/problem/18901	Platinum I	Passwords	그리디 알고리즘	14	2
19279	https://www.acmicpc.net/problem/19279	Platinum I	Forest Task	그리디 알고리즘	4	1
19326	https://www.acmicpc.net/problem/19326	Platinum I	Cover the Paths	그리디 알고리즘	3	1
19334	https://www.acmicpc.net/problem/19334	Platinum I	Consistent Occurrences	그리디 알고리즘	2	1
19348	https://www.acmicpc.net/problem/19348	Platinum I	Dissertation	그리디 알고리즘	3	1
19560	https://www.acmicpc.net/problem/19560	Platinum I	Village	그리디 알고리즘	5	1
19618	https://www.acmicpc.net/problem/19618	Platinum I	벽 칠하기	그리디 알고리즘	22	1.41
19702	https://www.acmicpc.net/problem/19702	Platinum I	친구	그리디 알고리즘	6	1.83
19848	https://www.acmicpc.net/problem/19848	Platinum I	빈 문자열 만들기	그리디 알고리즘	27	1.63
1290	https://www.acmicpc.net/problem/1290	Diamond V	배럭	그리디 알고리즘	15	4.87
1851	https://www.acmicpc.net/problem/1851	Diamond V	추 정렬하기	그리디 알고리즘	54	2.28
2322	https://www.acmicpc.net/problem/2322	Diamond V	아령	그리디 알고리즘	40	2
6223	https://www.acmicpc.net/problem/6223	Diamond V	Cow Sorting	그리디 알고리즘	41	1.88
8460	https://www.acmicpc.net/problem/8460	Diamond V	Tramwaje	그리디 알고리즘	3	3.33
8875	https://www.acmicpc.net/problem/8875	Diamond V	장난감 정리 로봇	그리디 알고리즘	75	3.17
10060	https://www.acmicpc.net/problem/10060	Diamond V	감시 카메라	그리디 알고리즘	34	6.15
10132	https://www.acmicpc.net/problem/10132	Diamond V	Around the world	그리디 알고리즘	25	5.8
10223	https://www.acmicpc.net/problem/10223	Diamond V	Fertilizing	그리디 알고리즘	33	3.48
10512	https://www.acmicpc.net/problem/10512	Diamond V	The Imp	그리디 알고리즘	20	2.8
11961	https://www.acmicpc.net/problem/11961	Diamond V	High Card Low Card (Platinum)	그리디 알고리즘	36	1.86
15062	https://www.acmicpc.net/problem/15062	Diamond V	Keep it covered	그리디 알고리즘	11	2.55
15456	https://www.acmicpc.net/problem/15456	Diamond V	Greedy Gift Takers	그리디 알고리즘	57	2.28
15986	https://www.acmicpc.net/problem/15986	Diamond V	마법 목걸이	그리디 알고리즘	24	2.29
16182	https://www.acmicpc.net/problem/16182	Diamond V	Dumae	그리디 알고리즘	25	3.64
16225	https://www.acmicpc.net/problem/16225	Diamond V	제271회 웰노운컵	그리디 알고리즘	48	2.5
16858	https://www.acmicpc.net/problem/16858	Diamond V	고양이 소개팅	그리디 알고리즘	22	2.27
17364	https://www.acmicpc.net/problem/17364	Diamond V	대회	그리디 알고리즘	61	4.03
17704	https://www.acmicpc.net/problem/17704	Diamond V	Matryoshka	그리디 알고리즘	13	1
17776	https://www.acmicpc.net/problem/17776	Diamond V	Chinese	그리디 알고리즘	8	1.5
17971	https://www.acmicpc.net/problem/17971	Diamond V	Ladder Game	그리디 알고리즘	35	1.54
18000	https://www.acmicpc.net/problem/18000	Diamond V	One of Each	그리디 알고리즘	12	1.25
18448	https://www.acmicpc.net/problem/18448	Diamond V	Best Subsequence	그리디 알고리즘	7	1
18495	https://www.acmicpc.net/problem/18495	Diamond V	Greedy Algorithm	그리디 알고리즘	8	2.38
18753	https://www.acmicpc.net/problem/18753	Diamond V	Alternative Accounts	그리디 알고리즘	17	1.41
18908	https://www.acmicpc.net/problem/18908	Diamond V	Brackets	그리디 알고리즘	3	1.67
19175	https://www.acmicpc.net/problem/19175	Diamond V	Invigilation	그리디 알고리즘	4	1
19245	https://www.acmicpc.net/problem/19245	Diamond V	XOR	그리디 알고리즘	8	3
19550	https://www.acmicpc.net/problem/19550	Diamond V	빛의 전사 크리퓨어	그리디 알고리즘	27	2.93
1150	https://www.acmicpc.net/problem/1150	Diamond IV	백업	그리디 알고리즘	142	4.11
2586	https://www.acmicpc.net/problem/2586	Diamond IV	소방차	그리디 알고리즘	79	1.94
2956	https://www.acmicpc.net/problem/2956	Diamond IV	대칭 행렬	그리디 알고리즘	6	1.5
12221	https://www.acmicpc.net/problem/12221	Diamond IV	Paradox Sort (Large)	그리디 알고리즘	10	1.5
12343	https://www.acmicpc.net/problem/12343	Diamond IV	Treasure (Large)	그리디 알고리즘	8	1.88
12548	https://www.acmicpc.net/problem/12548	Diamond IV	Candy Store (Large)	그리디 알고리즘	4	1.25
13121	https://www.acmicpc.net/problem/13121	Diamond IV	이진 탐색	그리디 알고리즘	13	4.31
13326	https://www.acmicpc.net/problem/13326	Diamond IV	Diameter	그리디 알고리즘	94	2.76
15138	https://www.acmicpc.net/problem/15138	Diamond IV	Hidden Supervisors	그리디 알고리즘	16	1.94
15493	https://www.acmicpc.net/problem/15493	Diamond IV	수 고르기	그리디 알고리즘	20	4.2
15773	https://www.acmicpc.net/problem/15773	Diamond IV	Touch The Sky	그리디 알고리즘	52	2.88
15872	https://www.acmicpc.net/problem/15872	Diamond IV	Mysterious Array	그리디 알고리즘	8	1.88
16329	https://www.acmicpc.net/problem/16329	Diamond IV	Space Station	그리디 알고리즘	12	1.83
16331	https://www.acmicpc.net/problem/16331	Diamond IV	Min Max Convert	그리디 알고리즘	13	1.92
16859	https://www.acmicpc.net/problem/16859	Diamond IV	선인장의 최대 매칭	그리디 알고리즘	13	3.31
17168	https://www.acmicpc.net/problem/17168	Diamond IV	Water Knows The Answers	그리디 알고리즘	35	1.51
17617	https://www.acmicpc.net/problem/17617	Diamond IV	로봇	그리디 알고리즘	40	3.8
17689	https://www.acmicpc.net/problem/17689	Diamond IV	Candies	그리디 알고리즘	21	2.19
17709	https://www.acmicpc.net/problem/17709	Diamond IV	Toilets	그리디 알고리즘	15	1.07
18185	https://www.acmicpc.net/problem/18185	Diamond IV	라면 사기 (Small)	그리디 알고리즘	101	2.85
18186	https://www.acmicpc.net/problem/18186	Diamond IV	라면 사기 (Large)	그리디 알고리즘	85	2.96
18490	https://www.acmicpc.net/problem/18490	Diamond IV	StalinSort Algorithm	그리디 알고리즘	4	1.25
18535	https://www.acmicpc.net/problem/18535	Diamond IV	Tomb Raider	그리디 알고리즘	6	1.33
18840	https://www.acmicpc.net/problem/18840	Diamond IV	Hamburg Steak	그리디 알고리즘	3	1
18975	https://www.acmicpc.net/problem/18975	Diamond IV	Jaw-Dropping Set	그리디 알고리즘	13	2.38
19133	https://www.acmicpc.net/problem/19133	Diamond IV	Subset Sum	그리디 알고리즘	4	1.25
19223	https://www.acmicpc.net/problem/19223	Diamond IV	Foolpr?f Security	그리디 알고리즘	6	1
5871	https://www.acmicpc.net/problem/5871	Diamond III	Balanced Trees	그리디 알고리즘	4	1.25
8131	https://www.acmicpc.net/problem/8131	Diamond III	Ploughing	그리디 알고리즘	41	5.12
8987	https://www.acmicpc.net/problem/8987	Diamond III	수족관 3	그리디 알고리즘	76	2.2
10788	https://www.acmicpc.net/problem/10788	Diamond III	Evolution in Parallel	그리디 알고리즘	18	1.83
14166	https://www.acmicpc.net/problem/14166	Diamond III	Robotic Cow Herd	그리디 알고리즘	21	2.14
14644	https://www.acmicpc.net/problem/14644	Diamond III	Visual Python++	그리디 알고리즘	15	1.6
17146	https://www.acmicpc.net/problem/17146	Diamond III	IZLET	그리디 알고리즘	9	1.89
17715	https://www.acmicpc.net/problem/17715	Diamond III	Worst Reporter 2	그리디 알고리즘	6	1.17
18315	https://www.acmicpc.net/problem/18315	Diamond III	Falling Portals	그리디 알고리즘	12	2
18472	https://www.acmicpc.net/problem/18472	Diamond III	Easy Win	그리디 알고리즘	6	1.5
18475	https://www.acmicpc.net/problem/18475	Diamond III	Two Teams	그리디 알고리즘	3	1.33
18605	https://www.acmicpc.net/problem/18605	Diamond III	Coins	그리디 알고리즘	7	3
18610	https://www.acmicpc.net/problem/18610	Diamond III	Yet Another Convolution	그리디 알고리즘	5	1.2
19328	https://www.acmicpc.net/problem/19328	Diamond III	Code-Cola Plants	그리디 알고리즘	2	1
19935	https://www.acmicpc.net/problem/19935	Diamond III	Carnival Tickets	그리디 알고리즘	9	1.11
1659	https://www.acmicpc.net/problem/1659	Diamond II	수	그리디 알고리즘	37	2.43
1763	https://www.acmicpc.net/problem/1763	Diamond II	트리 색칠	그리디 알고리즘	71	2.93
3685	https://www.acmicpc.net/problem/3685	Diamond II	김강山	그리디 알고리즘	13	2.38
4214	https://www.acmicpc.net/problem/4214	Diamond II	Takeover Wars	그리디 알고리즘	28	3.43
8169	https://www.acmicpc.net/problem/8169	Diamond II	소화기 설치	그리디 알고리즘	20	9.5
8242	https://www.acmicpc.net/problem/8242	Diamond II	Inspector	그리디 알고리즘	8	2.38
12754	https://www.acmicpc.net/problem/12754	Diamond II	스왑	그리디 알고리즘	31	2.29
14828	https://www.acmicpc.net/problem/14828	Diamond II	Mountain Tour (Large)	그리디 알고리즘	11	1.73
16983	https://www.acmicpc.net/problem/16983	Diamond II	Coin Collecting	그리디 알고리즘	24	1.54
18450	https://www.acmicpc.net/problem/18450	Diamond II	Dates	그리디 알고리즘	10	4
18970	https://www.acmicpc.net/problem/18970	Diamond II	Emerging Tree	그리디 알고리즘	2	4
19654	https://www.acmicpc.net/problem/19654	Diamond II	Sequence	그리디 알고리즘	2	1
10075	https://www.acmicpc.net/problem/10075	Diamond I	친구	그리디 알고리즘	45	2.13
12231	https://www.acmicpc.net/problem/12231	Diamond I	Crime House (Large)	그리디 알고리즘	2	2.5
14516	https://www.acmicpc.net/problem/14516	Diamond I	Unbalanced Parentheses	그리디 알고리즘	4	1.75
15867	https://www.acmicpc.net/problem/15867	Diamond I	Subway	그리디 알고리즘	13	3.23
17701	https://www.acmicpc.net/problem/17701	Diamond I	Abduction 2	그리디 알고리즘	12	1.17
18488	https://www.acmicpc.net/problem/18488	Diamond I	Um nik’s Algorithm	그리디 알고리즘	4	7.25
19616	https://www.acmicpc.net/problem/19616	Diamond I	Shopping Plans	그리디 알고리즘	3	2
1868	https://www.acmicpc.net/problem/1868	Ruby V	보물찾기	그리디 알고리즘	32	3.31
9539	https://www.acmicpc.net/problem/9539	Ruby V	Escape	그리디 알고리즘	22	7.68
12770	https://www.acmicpc.net/problem/12770	Ruby V	Longest Rivers	그리디 알고리즘	8	1.75
16254	https://www.acmicpc.net/problem/16254	Ruby V	Array Covering	그리디 알고리즘	8	2.38
17590	https://www.acmicpc.net/problem/17590	Ruby V	Prospecting	그리디 알고리즘	14	3.14
17691	https://www.acmicpc.net/problem/17691	Ruby V	Wild Boar	그리디 알고리즘	11	2.27
17694	https://www.acmicpc.net/problem/17694	Ruby V	Sparklers	그리디 알고리즘	14	3.07
18553	https://www.acmicpc.net/problem/18553	Ruby V	String Transformation	그리디 알고리즘	5	3.4
18596	https://www.acmicpc.net/problem/18596	Ruby V	Monster Hunter	그리디 알고리즘	22	2.27
18721	https://www.acmicpc.net/problem/18721	Ruby V	Clique	그리디 알고리즘	7	4.29
18796	https://www.acmicpc.net/problem/18796	Ruby V	이동하기 4	그리디 알고리즘	9	2.33
18889	https://www.acmicpc.net/problem/18889	Ruby V	New Year and Social Network	그리디 알고리즘	7	1.57
4786	https://www.acmicpc.net/problem/4786	Ruby IV	CosmoCraft	그리디 알고리즘	1	1
10125	https://www.acmicpc.net/problem/10125	Ruby IV	Snake	그리디 알고리즘	1	4
17695	https://www.acmicpc.net/problem/17695	Ruby IV	Arranging Tickets	그리디 알고리즘	7	3.14
18749	https://www.acmicpc.net/problem/18749	Ruby IV	Hit	그리디 알고리즘	5	1
18932	https://www.acmicpc.net/problem/18932	Ruby IV	트리와 쿼리 16	그리디 알고리즘	5	5.2
19915	https://www.acmicpc.net/problem/19915	Ruby IV	Split the Attractions	그리디 알고리즘	11	1
19928	https://www.acmicpc.net/problem/19928	Ruby IV	Sky Walking	그리디 알고리즘	3	1
9541	https://www.acmicpc.net/problem/9541	Ruby III	역사 시간	그리디 알고리즘	5	3.6
17527	https://www.acmicpc.net/problem/17527	Ruby III	Steel Slicing	그리디 알고리즘	6	7.67
18236	https://www.acmicpc.net/problem/18236	Ruby III	행렬 곱셈 순서 2	그리디 알고리즘	13	1.38
18237	https://www.acmicpc.net/problem/18237	Ruby III	행렬 곱셈 순서 3	그리디 알고리즘	13	1.08
14640	https://www.acmicpc.net/problem/14640	Ruby II	Scenery	그리디 알고리즘	29	3.41
17461	https://www.acmicpc.net/problem/17461	Ruby II	Bohemian Rhaksody	그리디 알고리즘	9	10.89
19089	https://www.acmicpc.net/problem/19089	Ruby II	파일 합치기 4	그리디 알고리즘	8	3.75
13985	https://www.acmicpc.net/problem/13985	Bronze IV	Equality	문자열	312	1.19
17863	https://www.acmicpc.net/problem/17863	Bronze IV	FYI	문자열	241	1.16
1942	https://www.acmicpc.net/problem/1942	Bronze III	디지털시계	문자열	119	1.71
2438	https://www.acmicpc.net/problem/2438	Bronze III	별 찍기 - 1	문자열	55615	1.61
2935	https://www.acmicpc.net/problem/2935	Bronze III	소음	문자열	2622	1.95
3029	https://www.acmicpc.net/problem/3029	Bronze III	경고	문자열	787	2.5
11024	https://www.acmicpc.net/problem/11024	Bronze III	더하기 4	문자열	746	1.68
1100	https://www.acmicpc.net/problem/1100	Bronze II	하얀 칸	문자열	7138	1.46
1152	https://www.acmicpc.net/problem/1152	Bronze II	단어의 개수	문자열	26636	3.68
1159	https://www.acmicpc.net/problem/1159	Bronze II	농구 경기	문자열	3336	1.91
1225	https://www.acmicpc.net/problem/1225	Bronze II	이상한 곱셈	문자열	1761	2.63
1340	https://www.acmicpc.net/problem/1340	Bronze II	연도 진행바	문자열	86	2.51
1371	https://www.acmicpc.net/problem/1371	Bronze II	가장 많은 글자	문자열	1613	2.54
1373	https://www.acmicpc.net/problem/1373	Bronze II	2진수 8진수	문자열	4149	2.6
1718	https://www.acmicpc.net/problem/1718	Bronze II	암호	문자열	960	1.9
1871	https://www.acmicpc.net/problem/1871	Bronze II	좋은 자동차 번호판	문자열	1016	1.54
1919	https://www.acmicpc.net/problem/1919	Bronze II	애너그램 만들기	문자열	1970	1.6
2386	https://www.acmicpc.net/problem/2386	Bronze II	도비의 영어 공부	문자열	588	1.57
2495	https://www.acmicpc.net/problem/2495	Bronze II	연속구간	문자열	1522	2.03
2577	https://www.acmicpc.net/problem/2577	Bronze II	숫자의 개수	문자열	31250	1.62
2596	https://www.acmicpc.net/problem/2596	Bronze II	비밀편지	문자열	603	1.99
2711	https://www.acmicpc.net/problem/2711	Bronze II	오타맨 고창영	문자열	2014	1.41
2743	https://www.acmicpc.net/problem/2743	Bronze II	단어 길이 재기	문자열	8597	1.21
2810	https://www.acmicpc.net/problem/2810	Bronze II	컵홀더	문자열	1099	2.41
2857	https://www.acmicpc.net/problem/2857	Bronze II	FBI	문자열	1873	2.13
2902	https://www.acmicpc.net/problem/2902	Bronze II	KMP는 왜 KMP일까?	문자열	7025	1.24
3059	https://www.acmicpc.net/problem/3059	Bronze II	등장하지 않는 문자의 합	문자열	1429	1.7
3076	https://www.acmicpc.net/problem/3076	Bronze II	상근이의 체스판	문자열	865	1.54
3449	https://www.acmicpc.net/problem/3449	Bronze II	해밍 거리	문자열	1058	1.29
4458	https://www.acmicpc.net/problem/4458	Bronze II	첫 글자를 대문자로	문자열	1951	2.14
4470	https://www.acmicpc.net/problem/4470	Bronze II	줄번호	문자열	960	1.72
4606	https://www.acmicpc.net/problem/4606	Bronze II	The Seven Percent Solution	문자열	209	1.2
4999	https://www.acmicpc.net/problem/4999	Bronze II	아!	문자열	2972	1.6
5211	https://www.acmicpc.net/problem/5211	Bronze II	가단조와 다장조	문자열	296	3.99
5218	https://www.acmicpc.net/problem/5218	Bronze II	알파벳 거리	문자열	2044	1.55
5524	https://www.acmicpc.net/problem/5524	Bronze II	입실 관리	문자열	877	1.32
5586	https://www.acmicpc.net/problem/5586	Bronze II	JOI와 IOI	문자열	2065	1.3
5656	https://www.acmicpc.net/problem/5656	Bronze II	비교 연산자	문자열	809	1.6
5949	https://www.acmicpc.net/problem/5949	Bronze II	Adding Commas	문자열	147	1.33
6721	https://www.acmicpc.net/problem/6721	Bronze II	Backward numbers	문자열	39	1.15
6766	https://www.acmicpc.net/problem/6766	Bronze II	Big Bang Secrets	문자열	6	1
6965	https://www.acmicpc.net/problem/6965	Bronze II	Censor	문자열	20	3.15
7600	https://www.acmicpc.net/problem/7600	Bronze II	문자가 몇갤까	문자열	540	1.43
7790	https://www.acmicpc.net/problem/7790	Bronze II	Joke	문자열	61	1.97
8371	https://www.acmicpc.net/problem/8371	Bronze II	Dyslexia	문자열	34	1.06
8387	https://www.acmicpc.net/problem/8387	Bronze II	Dyslexia	문자열	34	1.56
8436	https://www.acmicpc.net/problem/8436	Bronze II	Kamil	문자열	15	1.53
8559	https://www.acmicpc.net/problem/8559	Bronze II	Pot?ga	문자열	20	3
8949	https://www.acmicpc.net/problem/8949	Bronze II	대충 더해	문자열	717	1.43
8958	https://www.acmicpc.net/problem/8958	Bronze II	OX퀴즈	문자열	26555	1.9
8965	https://www.acmicpc.net/problem/8965	Bronze II	Circular Sequence	문자열	20	1.1
9046	https://www.acmicpc.net/problem/9046	Bronze II	복호화	문자열	217	1.92
9086	https://www.acmicpc.net/problem/9086	Bronze II	문자열	문자열	2380	1.3
9243	https://www.acmicpc.net/problem/9243	Bronze II	파일 완전 삭제	문자열	904	1.5
9494	https://www.acmicpc.net/problem/9494	Bronze II	Text Roll	문자열	884	3.01
9584	https://www.acmicpc.net/problem/9584	Bronze II	Fraud Busters	문자열	270	1.41
10102	https://www.acmicpc.net/problem/10102	Bronze II	개표	문자열	1738	1.45
10173	https://www.acmicpc.net/problem/10173	Bronze II	니모를 찾아서	문자열	762	1.82
10174	https://www.acmicpc.net/problem/10174	Bronze II	팰린드롬	문자열	664	1.74
10491	https://www.acmicpc.net/problem/10491	Bronze II	Quite a problem	문자열	63	2.32
10551	https://www.acmicpc.net/problem/10551	Bronze II	STROJOPIS	문자열	241	1.24
10808	https://www.acmicpc.net/problem/10808	Bronze II	알파벳 개수	문자열	8518	1.44
10809	https://www.acmicpc.net/problem/10809	Bronze II	알파벳 찾기	문자열	25788	1.82
10822	https://www.acmicpc.net/problem/10822	Bronze II	더하기	문자열	1858	1.27
10823	https://www.acmicpc.net/problem/10823	Bronze II	더하기 2	문자열	994	1.8
10953	https://www.acmicpc.net/problem/10953	Bronze II	A+B - 6	문자열	11309	1.52
10987	https://www.acmicpc.net/problem/10987	Bronze II	모음의 개수	문자열	3618	1.24
